id,title,text
905,Južna_Evropa,"Dominantna  religija u  južnoj Evropi je hrišćanstvo. Hrišćanstvo se proširilo širom južne Evrope tokom Rimskog carstva, i usvojeno je kao zvanična religija Rimskog carstva u 380 n. e. Zbog istorijskog raskola hrišćanske crkve na zapadnu polovinu sa sedištem u Rimu i istočnu polovinu sa sedištem u Konstantinopolju, različite grane hrišćanstva su dominantne u različitim delovima Evrope. Hrišćani u zapadnoj polovini južne Evrope  na primer, Portugal, Španija, Italija su uglavnom  rimokatolici. Hrišćani u istočnoj polovini Južne Evrope  na primer, Grčka, Makedonija su uglavnom  grčki pravoslavci."
906,Varenje,"Varenje počinje u ustima lučenjem pljuvačke i njenih digestivnih enzima. Hrana se mehaničkim žvakanjem oblikuje u bolus i guta u jednjak, odakle ulazi u želudac delovanjem peristaltike. Želudačni sok sadrži hlorovodoničnu kiselinu i pepsin koji mogu oštetiti zidove želuca, a sluz se luči radi zaštite. U želucu, dalje oslobađanje enzima dodatno razgrađuje hranu a to je kombinovano sa akcijom bućkanja želuca. Delimično svarena hrana ulazi u dvanaestopalačno crevo kao gusti polutečni himus. U tankom crevu se odvija veći deo varenje, a tome doprinose lučenje žuči, pankreasnog soka i crevnog soka. Zidovi creva su obloženi resicama, a njihove epitelne ćelije su prekrivene brojnim mikroresicama kako bi se poboljšala apsorpcija hranljivih materija povećanjem površine creva."
907,Politička_korupcija,"U politici, korupcija slabi demokratiju i dobro upravljanje oglušavanjem ili čak potkopavanjem formalnih procesa. Korupcija na izborima i u zakonodavstvu smanjuje odgovornost i iskrivljuje zastupanje u kreiranju politika; korupcija u sudskoj vlasti ugrožava vladavinu prava; a korupcija u javnoj upravi dovodi do neefikasnog pružanja usluga. To krši osnovni princip republikanizma u vezi sa centralnim mestom građanske vrline."
908,Antropologija,"Psihološka antropologija je interdisciplinarno potpolje antropologije koje proučava interakciju kulturnih i mentalnih procesa. Ovo potpolje se fokusira na načine na koje razvoj i enkulturacija ljudi u određenoj kulturnoj grupi, sa svojom istorijom, jezikom, praksom i konceptualnim kategorijama, oblikuju procese ljudskog poznavanja, emocija, percepcije, motivacije i mentalnog zdravlja. Takođe ispituje kako razumevanje poznavanja, emocija, motivacije i sličnih psiholoških procesa informiše ili ograničava naše modele kulturnih i društvenih procesa."
909,Dijalekt,"Posle Drugog svetskog rata, zbog ukrajinske kolaboracije sa silama Osovine u pokušaju sticanja nezavisnosti, Moskva je promenila svoju politiku prema represiji nad ukrajinskim jezikom."
910,FA_kup,"Nakon sezone 1914./1915. godine, takmičenje je obustvaljeno zbog Prvog svetskog rata, i nije nastavljeno sve do sezone 1919./1920. godine. U takmičenju 1922./1923. godine viđeno je prvo finale koje je odigrano na novootvorenom stadionu Vembli (poznatom u to vreme kao stadion Carstvo). Zbog izbijanja Drugog svetskog rata, takmičenje se nije igralo između sezona 1938./1939. godine i 1945./1946 godine. Zbog ratnih prekida, takmičenje nije proslavilo stogodišnjicu do sezone 1980./1981. godine; primereno finalu gol je postigao Rikardo Vilja, koji je kasnije proglašen za najbolji gol ikada postignut na Vembli stadionu, ali ga je od tada zamenio Stiven Džerard."
911,Indeks_ljudskog_razvoja,"Izveštaj o ljudskom razvoju za 2010. godinu, koji je objavio Program za razvoj Ujedinjenih nacija, objavljen je 4. novembra 2010. godine i izračunava vrednosti HDI-a na osnovu procena za 2010. godinu. Niže je lista zemalja sa „veoma visokim ljudskim razvojem”:"
912,Mašina_za_pretragu_prošlih_verzija,"Od 2009. godine, mašina za  pretragu prošlih verzija je sadržala približno tri petabajta podataka i rastao je po stopi od 100 terabajta svakog meseca; stopa rasta prijavljena 2003. godine bila je 12 terabajta mesečno. Podaci se pohranjuju na Peta-boks rek sistemima koje proizvodi Kaprikorn Teknolodžiz."
913,Premijer_Liga,"Premijer liga je najgledanija fudbalska liga na svetu, emitovana na 212 teritorija, u 643 miliona domova i potencijalnom televizijskom publikom od 4.7 milijardi ljudi. U sezoni 2014./2015. godine, prosečna prisutnost utakmicama Premijer lige prevazišla je 36.000, što je druga najveća profesionalna fudbalska liga iza Bundeslige od 43.500. Popunjenost većine  stadiona je blizu kapaciteta. Premijer liga zauzima drugo mesto u UEFA koeficijentima liga na osnovu nastupa u evropskim takmičenjima u poslednjih pet sezona."
914,Sloveni,"Gorali južne Poljske i severne Slovačke delimično potiču od Vlaha, koji su govorili romanski, a koji su se preselili u region od 14. veka do 17. veka i bili utopljeni u lokalnu populaciju. Stanovništvo Moravske Vlaške takođe vodi poreklo od ove populacije."
915,Životinja,"Tradicionalna morfološka i moderna molekularna filogenetska analiza su prepoznale veliki evolucioni prelaz od ""ne-bilateralnih"" životinja, koje su one koje nemaju bilateralnu simetriju tela (Porifera, Ctenofora, Cnidarija i Plakozoa), do bilateralnih životinja (Bilaterija) čiji organizmi pokazuju bilateralnu simetriju. Poslednje se dalje klasifikuju na osnovu glavne podele između Deuterostoma i Protostoma. Odnosi između ne-bilateralnih životinja su sporna tema, ali se smatra da sve bilateralne životinje formiraju monofiletsku grupu. Trenutno razumevanje odnosa među  glavnim grupama životinja sažeto je u sledećem kladogramu:"
916,Geološka_istorija_Zemlje,"Jurska perioda se se proteže od oko 201.3 miliona godina ± 0.2 do 145.0 miliona godina. Tokom rane jure, superkontinent Pangea se podelio na severni superkontinent Laurazija i južni superkontinent Gondvana; Meksički zaliv se otvorio u novom rascepu između Severne Amerike i sadašnjeg meksičkog poluostrva Jukatan. Jurski severnoatlantski okean bio je relativno uzak, dok se južnoatlantski okean nije otvorio sve do sledeće periode krede, kada se i sama Gondvana rascepila. More Tetis se zatvorilo, a pojavio se basen Neo Tetisa. Klima je bila topla, bez tragova glacijacije. Kao ni u trijasu, očigledno nije bilo kopna ni blizu jednog pola, a nije bilo ni velikih ledenih kapa. Geološki zapis periode jure je dobar u zapadnoj Evropi, gde prostrani morski postupni niz ukazuje na vreme kada je veći deo kontinenta bio potopljen pod plitkim tropskim morima; poznati lokaliteti uključuju svetsku baštinu Uneska Jursku obalu i poznata kasna jurska nalazišta Holcmadena i Solnhofena. Nasuprot tome, severnoamerički zapis iz jure je najsiromašniji u mezozoiku, sa malo izdanaka na površini. Iako je epikontinentalno Sudance more ostavilo morske naslage u delovima severnih ravnica Sjedinjenih Država i Kanade tokom kasne jure, većina izloženih sedimenata iz ove periode su kontinentalni, kao što su aluvijalne naslage morisonove formacije. Prvi od nekoliko masivnih batolita bio je postavljen u severnim Kordiljerima počev od sredine jure, označujući nevadansku orogenezu. Važne otkrivke jure takođe se nalaze u Rusiji, Indiji, Južnoj Americi, Japanu, Australaziji i Ujedinjenom Kraljevstvu."
917,Ljudi_crne_rase,"Afro-Španci su španski državljanci zapadno-centralnoafričkog porekla. Danas oni uglavnom dolaze iz Angole, Brazila, Kameruna, Zelenortskih ostrva, Ekvatorijalne Gvineje, Gane, Gambije, Gvineje Bisao, Malija, Nigerije i Senegala. Pored toga, mnogi Afro-Španci rođeni u Španiji potiču iz bivše španske kolonije Ekvatorijalne Gvineje. Danas u Španiji živi oko 683.000 Afro-Španaca."
918,Osmansko_carstvo,"Osmanska ekonomska namera je bila blisko povezana sa osnovnim konceptima države i društva na Bliskom istoku u kojima je krajnji cilj jedne države bila konsolidacija i proširenje vlasti vladara, a način da se to postigne bio je da se dođe do bogatih izvora prihoda kroz prosperitet proizvodnih klasa. Krajnji cilj je bio da se povećaju državni prihodi bez narušavanja prosperiteta podanika, da se spreči pojava društvenog nereda i da se tradicionalna organizacija društva zadrži netaknutom."
919,Fond_Ujedinjenih_nacija_za_populacionu_aktivnost,"U januaru 2009. godine predsednik Barak Obama je obnovio američko finansiranje UNFPA, rekavši u javnom izlaganju da se  ,,raduje radu sa Kongresom kako bi se obnovila finansijska podrška SAD za UN populaciju fonda. Ponovnom finansiranju UNFPA, SAD će se pridružiti 180 drugim donatorskim zemljama koje rade zajedno na smanjenju siromaštva, poboljšanju zdravlja žena i dece, sprečavanju HIV-a/SIDE i pružanju pomoći za planiranje porodice ženama u 154 zemlje""."
920,Tajms,"Subotnje izdanje lista Tajms sadrži različite dodatke. Ovi dodaci su ponovo pokrenuti u januaru 2009. godine pod nazivima: Sport, Vikend (uključujući putovanja i teme o životnom stilu), Subotnji pregled (umetnost, knjige i ideje), Magazin Tajms (kolumne o različitim temama) i Plejlista (vodič kroz zabavne događaje i preporuke)."
921,Arhitektura,"Arhitektori kao što je Frenk Lojd Rajt razvili su organsku arhitekturu, u kojoj je oblik definisan svojim okruženjem i svrhom, sa ciljem da se promoviše harmonija između ljudskog stanovništva i prirodnog sveta, pri čemu su glavni primeri Robi Haus i Kuća Kaufman."
922,Hard_rok,"Afirmisani izvođači su imali koristi od nove komercijalne klime, a istoimeni album grupe Vajtsnejk (1987. godine) prodao se u preko 17 miliona primeraka, nadmašivši sve što su Koverdejla ili Dip perpl-a sastavili pre ili posle. Sadržala je rok himnu „Evo me opet '87” kao jedan od 4 singla na britanskoj listi top 20. Naredni album „Klizanje jezika”(1989. godine) postao je platinast, ali prema rečima kritičara Stivena Erlvajna i Grega Prata, „bilo je to značajno razočaranje nakon sveukupnog uspeha grupe Vajtsnejk”. Povratnički album grupe Aerosmit „Stalni odmor” (1987. godine) započeo je dugu deceniju oživljavanja njihove popularnosti. „Lude noći” (1987. godine) od Kis-a bio je najviši rangirani album benda na top listama u Sjedinjenim Državama od 1979. godine i najviši u njihovoj karijeri u Ujedinjenom Kraljevstvu. Motli Kru je sa albumom „Devojke, devojke, devojke” (1987. godine) nastavio svoj komercijalni uspeh, a Def lepard je sa albumom „Histerija” (1987. godine) dostigao svoj komercijalni vrhunac, pri čemu je ovaj drugi proizveo sedam hit singlova (rekord za hard rok bend). Grupa Gans en' rouziz je objavila najprodavaniji početnički album svih vremena, „Želja za uništenjem” (1987. godine). Sa „grubljim” i „sirovijim” zvukom od većine glam metala, proizveo je tri hita među prvih 10, uključujući i hit broj jedan „Slatko moje dete”. Neki od glam rok bendova koje su nastali sredinom 1980-ih godina, kao što su Beli lav i Pepeljuga, doživeli su svoj najveći uspeh tokom ovog perioda sa svojim albumima „Ponos” (1987. godine) i „Duga hladna zima” (1988. godine) koji su postigli multiplatinaste tiraže i lansirali seriju hit singlova. U poslednjim godinama decenije, najznačajniji su bili uspesi „Nju Džersi” (1988. godine) od Bon Džovi-ja, „OU812” (1988. godine) od Van Hejlena, „Otvori i reci...Ahh!” (1988.godine) od strane Poison-a, „Pump” (1989. godine) od Aerosmita, i Motli Kru-ov komercijalno najuspešniji album „Dr. Filgud” (1989. godine). „Nju Džersi” je iznedrio pet singlova među deset najboljih, što je rekord za hard rok izvođača. Godine 1988., od 25. juna do 5. novembra, prvo mesto na listi albuma Bilbord 200 držalo je hard rok album 18 od 20 uzastopnih nedelja; albumi su bili „OU812”, „Histerija”, „Želja za uništenjem” i „Nju Džersi”. Poslednji talas glam rok bendova stigao je krajem 1980-ih godina, i doživeo je uspeh sa multiplatinastim albumima i hit singlovima od 1989. godine do ranih 1990-ih godina, među kojima su Ekstreme, Vornt Slotr i Fajerhaus. Skid Rou su takođe objavili svoj istoimeni početni album (1989. godine), dostigavši šesto mesto na listi Bilbord 200, ali su bili jedan od poslednjih velikih bendova koji su se pojavili u eri glam roka."
923,Gimnastika,"Aerobna gimnastika (zvanično Sportska aerobika) uključuje izvođenje programa od strane pojedinaca, parova, trija ili grupa do 6 osoba, naglašavajući snagu, fleksibilnost i aerobnu kondiciju umesto akrobatskih ili veština ravnoteže. Programe svi izvode na podu; za pojedince na 7x7m, i takođe za trija na 12x14m i mešovite parove na 15x17m. Od 2009. godine, sve seniorske trojke i mešoviti parovi su bili u obavezi da budu na većem podu (10x10m), sve grupe takođe nastupaju na ovom podu. Programi obično traju od 60-90 sekundi u zavisnosti od uzrasta učesnika i kategorije programa."
924,Osmansko_carstvo,"Sve do druge polovine 15. veka, carstvo je imalo hrišćansku većinu, pod vladavinom muslimanske manjine. Krajem 19. veka, nemuslimansko stanovništvo carstva počelo je znatno da se smanjuje, ne samo zbog odvajanja, već i zbog migracionih kretanja. Udeo muslimana iznosio je 60% u 1820-im godinama, postepeno se povećavajući na 69% u 1870-im godinama, a zatim na 76% u 1890-im godinama. Do 1914. godine samo 19.1% stanovništva carstva bio je nemuslimanski, uglavnom sastavljen od hrišćanskih Grka, Asiraca, Jermena i Jevreja."
925,Materijalizam,"Početkom 12. veka u Al Andaluzu, arapski filozof Ibn Tufail (Abubaser) napisao je diskusije o materijalizmu u svom filozofskom romanu Hai ibn Jakdan (Filosof Autodidakt), dok je nejasno predviđao ideju istorijskog materijalizma."
926,Josip_Broz_Tito,"Međutim, ordenje se retko prikazivalo. Posle raskola Tito-Staljin 1948. godine i njegove inauguracije za predsednika 1953. godine, Tito je retko nosio svoju uniformu osim kada je bio prisutan na vojnoj funkciji, a tada je (sa retkim izuzecima) nosio samo svoje jugoslovenske trake odlikovanja iz očigledno praktičnih razloga. Nagrade su u punom broju prikazane tek na njegovoj sahrani 1980. godine. Titova reputacija kao jednog od savezničkih vođa Drugog svetskog rata, zajedno sa diplomatskom pozicijom osnivača Pokreta nesvrstanih, bila je primarno razlog povoljnog međunarodnog priznanja."
927,Životinja,"Platizoa uključuje tip Platihelimntes, pljosnate crve. Oni su prvobitno smatrani nekim od najprimitivnijih Bilaterija, ali sada se čini da su se razvili od složenijih predaka. Ovu grupa obuhvata brojne parazite, kao što su metilji i trakavice. Pljosnati crvi su akolomati, nemaju telesnu šupljinu, kao i njihovi najbliži rođaci, mikroskopska gastrotriha. Druge vrste platizoa su uglavnom mikroskopske i pseudocelomatne. Najistaknutije su Rotifera ili rotiferi, koji su česti u vodnim sredinama. Takođe uključuju Akantocefalu ili bodljikave crve, Gnatostomulidu, Mikrognatazou i možda Ciklioforu. Ove grupe dele prisustvo složenih čeljusti, zbog kojih se nazivaju Gnatifera."
928,Arhitektura,"Istovremeno, nedavni pokreti poput Novog urbanizma, Metaforične arhitekture i Nove klasične arhitekture promovišu održiv pristup izgradnji, koji vrednuje i razvija pametni rast, arhitektonsku tradiciju i klasični dizajn. Ovo je u suprotnosti sa modernističkom i globalno uniformantnom arhitekturom, kao i oslanjanje na  usamljena stambena naselja i širenjem predgrađa."
929,Mašina_za_pretragu_prošlih_verzija,"Pod uslovom da su ispunjeni neki dodatni zahtevi (npr. davanje merodavne izjave arhivira), Kancelarija za patente Sjedinjenih Država i Evropski zavod za patente će prihvatiti datumske pečate iz Internet arhive kao dokaz o tome kada je data veb-stranica bila dostupna javnosti. Ovi datumi se koriste da bi se utvrdilo da li je veb-stranica dostupna kao prethodno stanje tehnike, na primer u ispitivanju patentne prijave."
930,Arhitektura,"Među filozofijama koje su uticale na moderne arhitekte i njihov pristup dizajnu zgrada su racionalizam, empirizam, strukturalizam, poststrukturalizam i fenomenologija."
931,Komunikacija,"Prvi veliki model za komunikaciju uveli su Klod Šenon i Voren Viver za Bel laboratorije 1949. godine. Prvi model je dizajniran da odražava funkcionisanje radio i telefonskih tehnologija. Njihov početni model sastojao se od tri glavna dela: pošiljaoca, kanala i primaoca. Pošiljalac je bio deo telefona u koji je osoba govorila, kanal je bio sam telefon, a primalac je bio deo telefona gde se čula druga osoba. Šenon i Viver takođe su prepoznali da često postoji statičnost koja se meša pri slušanju telefonskog razgovora, koji su smatrali bukom."
932,Sloveni,"Praslovenski, koji se ponekad pominje kao zajednički slovenski ili kasni praslovenski, definiše se kao poslednja faza jezika koja prethodi geografskom rascepu istorijskih slovenskih jezika. Taj jezik je bio jednoobrazan, i na osnovu pozajmljenica iz stranih jezika i slovenskih pozajmljenica u drugim jezicima, ne može se reći da ima neke prepoznatljive dijalekte, što ukazuje na relativno kompaktnu domovinu. Slovensko jezičko jedinstvo bilo je u izvesnoj meri vidljivo još u starim crkvenoslovenskim rukopisima koji, iako su zasnovani na lokalnom slovenskom govoru Soluna, još uvek mogu služiti svrhi prvog zajedničkog slovenskog književnog jezika."
933,Identitet_(društvena_nauka),"Kenet Gergen je formulisao dodatne klasifikacije koje uključuju strateškog manipulatora, pastiš ličnost i relacijsko sopstvo. Strateški manipulator je osoba koja počinje da sve osećaje identiteta posmatra isključivo kao vežbe u igranju uloga, zbog čega postepeno postaje otuđena od svog društvenog „ja“. Pastiš ličnost napušta sve težnje ka istinskom ili „suštinskom“ identitetu, umesto toga posmatrajući društvene interakcije kao prilike za igranje i stapanje sa ulogama koje preuzima. Konačno, relacijsko sopstvo predstavlja perspektivu u kojoj osobe napuštaju osećaj ekskluzivnog sopstva i identitet posmatraju isključivo kroz društvenu angažovanost sa drugima. Prema Gergenu, ove strategije slede jedna drugu u fazama i povezane su sa rastom popularnosti postmoderne kulture i usponom telekomunikacione tehnologije."
934,Srpskohrvatski,"Hrvatska latinica (gajica) usledila je ubrzo nakon toga, kada ju je Ljudevit Gaj definisao kao standardnu latinicu sa pet dodatnih slova koja su imala dijakritiku, očigledno pozajmivši mnogo iz češkog, ali i iz poljskog, i izmislivši jedinstvene digrafe „lj“, „nj“ i „dž“. Ovi digrafi su predstavljeni kao „ļ, ń and ǵ” u „Rječniku hrvatskog ili srpskog jezika”, koji je izdavala bivša Jugoslovenska akademija znanosti i umjetnosti u Zagrebu. Potonji digrafi se, međutim, ne koriste u književnom standardu jezika. Sve u svemu, ovo čini srpskohrvatski jedinim slovenskim jezikom koji zvanično koristi i latinično i ćirilično pismo, iako se češće koristi latinična verzija."
935,Sloveni,"Jordan nam govori da su Sklaveni za svoje gradove imali močvare i šume. Drugi izvor iz 6. veka govori o njima kao o onima koji žive u neprohodnim šumama, rekama, jezerima i močvarama."
936,Geološka_istorija_Zemlje,"Na severu Afrike more Tetis je nastavilo da se sužava. Široka plitka mora napredovala su kroz centralnu Severnu Ameriku (zapadni unutrašnji morski put) i Evropu, a zatim se povukla kasno u toj periodi, ostavljajući debele morske naslage stisnute između slojeva uglja. Na vrhuncu kredne transgresije, jedna trećina današnje površine Zemlje bila je potopljena. Kreda je s' pravom poznata po svojoj kredi; zaista, više se krede formiralo u kredi nego u bilo kojoj drugoj periodi u fanerozoiku. Aktivnost srednjeokeanskog grebena - ili, bolje rečeno, cirkulacija morske vode kroz proširene grebena - obogatila je okeane kalcijumom; ovo je učinilo okeane zasićenijimam, kao i povećalo bioraspoloživost elementa za krečnjački nanoplankton. Ovi široko rasprostranjeni karbonati i druge sedimentne naslage čine zapise kredastih stena posebno finim. Poznate formacije iz Severne Amerike uključuju bogate morske fosile krede Niobrara formacije iz Kanzasa i kopnenu faunu formacije krede Hel iz kasne krede. Druge značajne otkrivke krede javljaju se u Evropi i Kini. U oblasti koja je sada Indija, masivni slojevi lave, nazvane Dekanske zamke, istaložene su u veoma kasnoj kredi i ranom paleocenu."
937,Bol,"Bol je najčešće razlog za konsultaciju sa lekarom u većini razvijenih zemalja. To je glavni simptom mnogih medicinskih stanja i može da utiče na kvalitet života i opšto funkcionisanje osobe. Psihološki faktori kao što su socijalna podrška, hipnotička sugestija, uzbuđenje ili rasejanostmogu značajno uticati na intenzitet ili neprijatnost bola. U nekim argumentima iznetim u raspravama o samoubistvu uz pomoć lekara ili eutanaziji, bol je korišćen kao argument da se smrtno bolesnim pacijentima dozvoli da okončaju svoje živote. "
938,Osmansko_carstvo,"Sve do 19. veka, osmanska proza se nije razvila u onom obimu u kom se razvijala savremena divanska poezija. Veliki deo razloga za to je bio taj što se očekivalo da će se većina proze pridržavati pravila sec, ili rimovane proze, vrste pisanja koje potiče od arapskog Saje i koje je propisivalo da između svakog prideva i imenice u nizu reči, kao što je rečenica, mora biti rima. Ipak, u literaturi tog vremena postojala je tradicija proze, iako je bila isključivo nefikcionalna po prirodi. Jedan očigledan izuzetak bio je Muhaielat („Fantazije”) od Giritli Ali Aziz Efendi, zbirka priča o fantastičnosti napisana 1796. godine, iako nije objavljena sve do 1867. godine. Prvi roman objavljen u Osmanskom carstvu napisao je Jermenin po imenu Vartan-paša. Objavljen 1851. godine, roman je nosio naslov Priča o Akabiju i napisan je na turskom jeziku, ali jermenskim pismom."
939,Materijalizam,"Neki kritičari se protive materijalizmu kao delu previše skeptičnog, uskog ili reduktivističkog pristupa teoritizaciji, a ne ontološkoj tvrdnji da je materija jedina supstanca. Fizičar čestica i anglikanski teolog Džon Polkinghorn protivi se onome što naziva obećavajući materijalizam tvrdnjom da će materijalistička nauka na kraju uspeti da objasni pojave koje do sada nije mogla objasniti. Polkinghorn preferira „monizam sa dvostrukim aspektom“ nego veru u materijalizam."
940,Antropologija,"Medijska antropologija (poznata i kao antropologija medija ili masovnih medija) naglašava etnografske studije kao sredstvo za razumevanje proizvođača, publike i drugih kulturnih i društvenih aspekata masovnih medija. Tipovi etnografskih konteksta koji su istraženi variraju od konteksta proizvodnje medija (npr. etnografije redakcija u novinama, novinara na terenu, produkcije filmova) do konteksta prijema medija, praćenje publike u svakodnevnim reakcijama na medije. Drugi tipovi uključuju sajber antropologiju, relativno novo područje internet istraživanja, kao i etnografije drugih oblasti istraživanja koje uključuju medije, kao što su rad na razvoju, društveni pokreti ili zdravstveno obrazovanje. Ovo je dodatak mnogim klasičnim etnografskim kontekstima, gde su mediji kao što su radio, štampa, novi mediji i televizija počeli da pokazuju svoje prisustvo od početka 1990-ih."
941,Moderna_istorija,"Moderna naftna industrija započela je 1846. godine sa otkrićem procesa prerade kerozina iz uglja od strane Novoškota Abrahama Pinea Gesnera. Ignaći Lukasjevič je 1852. godine poboljšao Gesnerov metod kako bi razvio sredstava za preradu kerozina ceđenjem iz lakše dostupne „kamenog ulja” („nafta”) i prvi rudnik kamene nafte izgrađen je u Bobrci, blizu Krosna u Galiciji sledeće godine. Godine 1854., Bendžamin Siliman, profesor nauka na univerzitetu Jejl u Nju Hevenu, bio je prvi koji je izdvojio naftu destilacijom. Ova otkrića su se brzo proširila širom sveta."
942,Klasična_muzika,"Vokalna muzika u renesansi je poznata po procvatu sve složenijeg polifonog stila. Glavne liturgijske forme koje su postajale tokom čitavog renesansnog perioda su bile mise i moteti, sa nekim drugim razvojem ka kraju, posebno pošto su kompozitori svete muzike počeli da usvajaju sekularne oblike (kao što je madrigal) za svoje dizajne. Kroz kraj perioda, vidje se rani dramatični prekursori opere kao što su monodija, madrigalska komedija i intermidio."
943,Odeća,"Većina sportova i fizičkih aktivnosti se praktikuje u  posebnoj odeći, iz praktičnih, udobnih ili bezbednosnih razloga. Uobičajena sportska odeća uključuje šorts, majice, teniske majice, trikoe i trenerke. Specijalizovana odeća uključuje neoprenska odela (za plivanje, ronjenje ili surfing), salopete (za skijanje) i trikoe (za gimnastiku). Takođe, spandeks materijali se često koriste kao bazni slojevi za apsorpciju znoja. Spandeks je takođe poželjan za aktivne sportove koji zahtevaju odgovarajuću odeću koja prati oblik tela, kao što su odbojka, rvanje, atletika, ples, gimnastika i plivanje."
944,Florida,"Godine 1763., Španija je prodala Floridu Kraljevini Velikoj Britaniji za kontrolu nad Havanom, Kuba, koju su Britanci zauzeli tokom Sedmogodišnjeg rata. To je bio deo velike ekspanzije britanske teritorije nakon pobede zemlje u Sedmogodišnjem ratu. Skoro celokupno špansko stanovništvo je otišlo, odvodeći većinu preostalog domorodačkog stanovništva na Kubu. Britanci su ubrzo izgradili Kraljev put koji je povezivao Svetog Augustina sa Džordžijom. Put je prelazio reku Sent Džons na uskoj tački, koju su Seminolci nazvali Vaka Pilatka a Britanci „Kravlji plićak”, oba imena navodno odražavaju činjenicu da je stoka tamo dovođena preko reke."
945,Politička_korupcija,"Dobitnik Nobelove nagrade za ekonomiju Amartija Sen je primetio da „ne postoji tako nešto kao apolitični problem sa hranom”. Dok suša i drugi prirodni događaji mogu izazvati glad, vladina akcija ili neakcija određuje njenu ozbiljnost, a često čak i da li će do gladi doći ili ne."
946,Sanskrit,"Da bi objasnili zajedničke karakteristike sanskrita i drugih indoevropskih jezika, mnogi naučnici su predložili indoarijsku teoriju migracije, tvrdeći da su prvobitni govornici onoga što je postalo sanskrit stigli na teritoriju današnje Indije i Pakistana sa severozapada negde tokom ranog drugog milenijuma pre nove ere. Dokazi za takvu teoriju uključuju blisku vezu između indoiranskih jezika i baltičkih i slovenskih jezika, razmenu rečnika sa neindoevropskim uralskim jezicima i prirodu dokazanih indoevropskih reči za floru i faunu."
947,Premijer_Liga,"Fudbalska asocijacija Premijer lige d.o.o (FAPL) funkcioniše kao korporacija i u vlasništvu je 20 klubova članica. Svaki klub je akcionar, sa po jednim glasom o pitanjima kao što su promene pravila i ugovori. Klubovi biraju predsednika, izvršnog direktora i upravni odbor koji nadgledaju svakodnevne poslove lige. Trenutni predsednik je gospodin Dejv Ričards, koji je imenovan u aprilu 1999. godine, a izvršni direktor je Ričard Skudamor, imenovan u novembru 1999. godine. Bivši predsednik i izvršni direktor, Džon Kvinton i Piter Liver, bili su primorani da podnesu ostavke u martu 1999. godine nakon dodele ugovora o konsaltanskim uslugama bivšim rukovodiocima Skaj-a Sem Čizomu i Dejvidu Čansu. Fudbalska asocijacija nije direktno uključena u svakodnevne poslove Premijer lige, ali ima pravo veta kao specijalni akcionar tokom izbora predsednika i izvršnog direktora i kada liga usvaja nova pravila."
948,Politička_korupcija,"Obim humanitarne pomoći siromašnim i nestabilnim regionima sveta raste, ali je veoma podložan korupciji, pri čemu su pomoć u hrani, građevinarstvu i druga visoko vrednovana pomoć najviše ugroženi. Pomoć u hrani može biti direktno i fizički preusmerena sa svog predviđenog odredišta, ili indirektno kroz manipulaciju procenama, ciljanjem, registracijom i distribucijom u korist određenih grupa ili pojedinca."
949,Politička_korupcija,"U privatnom sektoru, korupcija povećava troškove poslovanja kroz cenu samih nezakonitih plaćanja, troškove upravljanja pregovaranjem sa funkcionerima i rizik od kršenja ugovora ili otkrivanja. Iako neki tvrde da korupcija smanjuje troškove smanjenjem birokratije, dostupnost mita može takođe navesti funkcionere da smisle nova pravila i odlaganja. Bolje je otvoreno ukloniti skupe i dugotrajne propise nego tajno dozvoliti da se oni zaobiđu upotrebom mita. Tamo gde korupcija povećava troškove poslovanja, ona takođe iskrivljuje uslove igre, štiteći firme sa vezama od konkurencije i na taj način održavajući neefikasne firme."
950,Računar,"U skoro svim savremenim računarima, svaka ćelija memorije je podešena da skladišti binarne brojeve u grupama od osam bitova (nazvani bajt). Svaki bajt je u stanju da predstavlja 256 različitih brojeva (2*2*2*2*2*2*2*2) = 256); bilo od 0 do 255 ili od −128 do +127. Za skladištenje većih brojeva, može se koristiti nekoliko uzastopnih bajtova (obično, dva, četiri ili osam). Kada su potrebni negativni brojevi, oni se obično čuvaju u dvojnom komplementnom zapisu. Moguća su i druga uređenja, ali obično se ne vide izvan specijalizovanih aplikacija ili istorijskih konteksta. Računar može da skladišti bilo koju vrstu informacija u memoriji ako se može numerički predstaviti. Savremeni računari imaju milijarde, ili čak i trilione bajtova memorije."
951,Videokonferencija,"Tehnološko usavršavanje razvojnih programera video-konferencija u 2010. godini proširio je mogućnosti video-konferencijalnih sistema izvan sala za sastanke za upotrebu sa ručnim mobilnim uređajima koji kombinuju upotrebu video, audio i crtanja na ekranu i mogućnosti emitovanja u realnom vremenu preko bezbednih mreža, nezavisno od lokacije. Mobilni sistemi sada omogućavaju saradnju više osoba na ranije nedostupnim lokacijama, kao što su radnici na naftnoj platformi na moru, mogućnost da vide i razgovaraju o temama sa kolegama hiljadama milja daleko. Proizvođači tradicionalnih sistema za video-konferencije počeli su da obezbeđuju i mobilne aplikacije, kao što su one koje omogućavaju protok slika uživo i fotografija."
